candidate_id,Category,match_score,matching_skills,skill_gap
Candidate_1582,FINANCE,0.0465,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2138,PUBLIC-RELATIONS,0.0465,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2372,AVIATION,0.0464,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1257,DIGITAL-MEDIA,0.0463,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1118,CONSULTANT,0.0463,"aws, communication, r, sql","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_368,TEACHER,0.0463,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_337,INFORMATION-TECHNOLOGY,0.0463,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1297,DIGITAL-MEDIA,0.0462,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1004,SALES,0.0462,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_475,ADVOCATE,0.0462,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1418,CHEF,0.0461,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_864,FITNESS,0.046,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_427,TEACHER,0.046,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1755,ENGINEERING,0.0459,"agile, excel, r","aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_742,HEALTHCARE,0.0459,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_444,ADVOCATE,0.0459,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1959,CONSTRUCTION,0.0458,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1740,ENGINEERING,0.0458,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_937,AGRICULTURE,0.0457,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_381,TEACHER,0.0457,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_422,TEACHER,0.0457,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_236,INFORMATION-TECHNOLOGY,0.0457,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1010,SALES,0.0457,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1703,ENGINEERING,0.0457,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_235,INFORMATION-TECHNOLOGY,0.0456,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2456,AVIATION,0.0454,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_887,FITNESS,0.0454,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1348,AUTOMOBILE,0.0454,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1912,ACCOUNTANT,0.0454,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_388,TEACHER,0.0453,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2466,AVIATION,0.0453,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_124,DESIGNER,0.0453,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_175,DESIGNER,0.0453,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1980,CONSTRUCTION,0.0453,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1736,ENGINEERING,0.0451,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_162,DESIGNER,0.0451,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2219,BANKING,0.0451,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_223,INFORMATION-TECHNOLOGY,0.045,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2427,AVIATION,0.045,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1275,DIGITAL-MEDIA,0.045,"excel, git, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_562,BUSINESS-DEVELOPMENT,0.045,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2258,BANKING,0.0449,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_49,HR,0.0449,"data analysis, r","agile, aws, communication, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1588,FINANCE,0.0448,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2387,AVIATION,0.0448,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1234,DIGITAL-MEDIA,0.0448,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2012,CONSTRUCTION,0.0448,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2472,AVIATION,0.0447,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1537,FINANCE,0.0447,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_725,HEALTHCARE,0.0446,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2363,ARTS,0.0445,"aws, r","agile, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1305,DIGITAL-MEDIA,0.0445,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2314,ARTS,0.0444,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2354,ARTS,0.0444,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2045,PUBLIC-RELATIONS,0.0443,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2222,BANKING,0.0443,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1700,ENGINEERING,0.0443,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2284,ARTS,0.0442,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_667,BUSINESS-DEVELOPMENT,0.0442,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2033,CONSTRUCTION,0.0442,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_340,TEACHER,0.0442,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2346,ARTS,0.0442,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_263,INFORMATION-TECHNOLOGY,0.0441,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_484,ADVOCATE,0.0441,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2274,ARTS,0.0441,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1181,CONSULTANT,0.0441,"communication, r, sql","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_218,INFORMATION-TECHNOLOGY,0.0441,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1951,CONSTRUCTION,0.0441,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1750,ENGINEERING,0.044,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1267,DIGITAL-MEDIA,0.044,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1599,APPAREL,0.044,"excel, git, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1566,FINANCE,0.044,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2299,ARTS,0.0439,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1132,CONSULTANT,0.0439,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_967,AGRICULTURE,0.0439,"aws, excel, git, r","agile, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_303,INFORMATION-TECHNOLOGY,0.0439,"aws, communication, excel, r, sql","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2041,PUBLIC-RELATIONS,0.0439,"communication, data analysis, r","agile, aws, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2378,AVIATION,0.0438,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1955,CONSTRUCTION,0.0438,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2108,PUBLIC-RELATIONS,0.0437,"data analysis, excel, r","agile, aws, communication, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_285,INFORMATION-TECHNOLOGY,0.0437,"agile, communication, excel, r","aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_914,AGRICULTURE,0.0436,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1907,ACCOUNTANT,0.0436,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1626,APPAREL,0.0435,"excel, git, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_395,TEACHER,0.0435,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2245,BANKING,0.0435,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1808,ENGINEERING,0.0435,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1105,SALES,0.0435,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1272,DIGITAL-MEDIA,0.0435,"excel, git, r, sql","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_579,BUSINESS-DEVELOPMENT,0.0434,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_780,HEALTHCARE,0.0434,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_494,ADVOCATE,0.0434,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_258,INFORMATION-TECHNOLOGY,0.0434,"communication, excel, r, sql","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1185,CONSULTANT,0.0433,"communication, excel, r, sql","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_701,HEALTHCARE,0.0433,"aws, communication, data analysis, excel, r","agile, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2160,BANKING,0.0433,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1222,CONSULTANT,0.0433,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2413,AVIATION,0.0433,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1314,DIGITAL-MEDIA,0.0433,"data analysis, excel, git, r","agile, aws, communication, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1498,FINANCE,0.0433,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2211,BANKING,0.0432,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_366,TEACHER,0.0432,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2242,BANKING,0.0431,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_483,ADVOCATE,0.0431,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_232,INFORMATION-TECHNOLOGY,0.0431,"communication, excel, r, sql","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_229,INFORMATION-TECHNOLOGY,0.043,"communication, r, sql","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_67,HR,0.043,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_324,INFORMATION-TECHNOLOGY,0.0429,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2441,AVIATION,0.0429,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_443,ADVOCATE,0.0428,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2455,AVIATION,0.0428,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1546,FINANCE,0.0427,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_382,TEACHER,0.0427,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_329,INFORMATION-TECHNOLOGY,0.0427,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1935,CONSTRUCTION,0.0427,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_123,DESIGNER,0.0427,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2425,AVIATION,0.0427,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_459,ADVOCATE,0.0427,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1448,CHEF,0.0427,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1019,SALES,0.0427,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_352,TEACHER,0.0426,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1624,APPAREL,0.0426,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1327,AUTOMOBILE,0.0426,"aws, communication, data analysis, excel, r","agile, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1014,SALES,0.0426,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_72,HR,0.0426,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1875,ACCOUNTANT,0.0426,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1482,FINANCE,0.0426,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_294,INFORMATION-TECHNOLOGY,0.0425,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_496,ADVOCATE,0.0425,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1396,CHEF,0.0425,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_421,TEACHER,0.0424,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1446,CHEF,0.0424,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1938,CONSTRUCTION,0.0424,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_143,DESIGNER,0.0424,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1239,DIGITAL-MEDIA,0.0424,"communication, excel, git, r, sql","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1093,SALES,0.0424,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1941,CONSTRUCTION,0.0424,"aws, communication, git, r","agile, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_728,HEALTHCARE,0.0423,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1892,ACCOUNTANT,0.0423,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
